662.000;0.148;71.166;0.148
663.000;0.148;71.081;0.148
664.000;0.149;70.980;0.149
665.000;0.149;70.999;0.149
666.000;0.150;70.840;0.150
667.000;0.148;71.155;0.148
668.000;0.148;71.073;0.148
669.000;0.147;71.284;0.147
670.000;0.148;71.180;0.148
671.000;0.149;70.969;0.149
672.000;0.150;70.851;0.150
673.000;0.149;71.021;0.149
674.000;0.149;70.977;0.149
675.000;0.148;71.128;0.148
676.000;0.148;71.103;0.148
677.000;0.149;71.024;0.149
678.000;0.148;71.073;0.148
679.000;0.148;71.167;0.148
680.000;0.148;71.123;0.148
681.000;0.148;71.114;0.148
682.000;0.148;71.174;0.148
683.000;0.148;71.051;0.148
684.000;0.149;70.881;0.149
685.000;0.148;71.133;0.148
686.000;0.148;71.095;0.148
687.000;0.148;71.051;0.148
688.000;0.148;71.065;0.148
689.000;0.148;71.194;0.148
690.000;0.148;71.109;0.148
691.000;0.146;71.377;0.146
692.000;0.148;71.161;0.148
693.000;0.146;71.457;0.146
694.000;0.148;71.117;0.148
695.000;0.146;71.457;0.146
696.000;0.146;71.504;0.146
697.000;0.147;71.268;0.147
698.000;0.145;71.655;0.145
699.000;0.144;71.814;0.144
700.000;0.145;71.608;0.145
701.000;0.146;71.512;0.146
702.000;0.144;71.792;0.144
703.000;0.145;71.619;0.145
704.000;0.145;71.682;0.145
705.000;0.145;71.693;0.145
706.000;0.144;71.786;0.144
707.000;0.143;71.869;0.143
708.000;0.143;71.896;0.143
709.000;0.143;71.932;0.143
710.000;0.143;72.011;0.143
711.000;0.146;71.526;0.146
712.000;0.143;72.012;0.143
713.000;0.145;71.586;0.145
714.000;0.144;71.844;0.144
715.000;0.143;71.951;0.143
716.000;0.142;72.028;0.142
717.000;0.142;72.080;0.142
718.000;0.141;72.280;0.141
719.000;0.142;72.146;0.142
720.000;0.143;71.882;0.143
721.000;0.142;72.105;0.142
722.000;0.142;72.140;0.142
723.000;0.139;72.535;0.139
724.000;0.140;72.437;0.140
725.000;0.141;72.239;0.141
726.000;0.139;72.568;0.139
727.000;0.141;72.324;0.141
728.000;0.139;72.574;0.139
729.000;0.140;72.456;0.140
730.000;0.142;72.190;0.142
731.000;0.139;72.587;0.139
732.000;0.141;72.324;0.141
733.000;0.139;72.661;0.139
734.000;0.141;72.354;0.141
735.000;0.141;72.280;0.141
736.000;0.138;72.807;0.138
737.000;0.139;72.656;0.139
738.000;0.138;72.725;0.138
739.000;0.138;72.708;0.138
740.000;0.139;72.607;0.139
741.000;0.138;72.821;0.138
742.000;0.139;72.596;0.139
743.000;0.138;72.840;0.138
744.000;0.139;72.656;0.139
745.000;0.136;73.073;0.136
746.000;0.139;72.659;0.139
747.000;0.140;72.497;0.140
748.000;0.139;72.566;0.139
749.000;0.138;72.845;0.138
750.000;0.138;72.708;0.138
751.000;0.136;73.153;0.136
752.000;0.136;73.120;0.136
753.000;0.136;73.122;0.136
754.000;0.137;72.958;0.137
755.000;0.137;72.985;0.137
756.000;0.136;73.035;0.136
757.000;0.137;72.864;0.137
758.000;0.137;72.925;0.137
759.000;0.136;73.068;0.136
760.000;0.135;73.265;0.135
761.000;0.137;73.002;0.137
762.000;0.135;73.298;0.135
763.000;0.135;73.224;0.135
764.000;0.133;73.687;0.133
765.000;0.135;73.295;0.135
766.000;0.135;73.254;0.135
767.000;0.136;73.180;0.136
768.000;0.133;73.600;0.133
769.000;0.133;73.674;0.133
770.000;0.134;73.410;0.134
771.000;0.133;73.608;0.133
772.000;0.133;73.679;0.133
773.000;0.133;73.578;0.133
774.000;0.131;73.877;0.131
775.000;0.132;73.756;0.132
776.000;0.132;73.808;0.132
777.000;0.131;73.940;0.131
778.000;0.132;73.852;0.132
779.000;0.132;73.767;0.132
780.000;0.131;73.940;0.131
781.000;0.132;73.825;0.132
782.000;0.131;73.981;0.131
783.000;0.133;73.567;0.133
784.000;0.133;73.668;0.133
785.000;0.132;73.844;0.132
786.000;0.130;74.082;0.130
787.000;0.129;74.264;0.129
788.000;0.129;74.349;0.129
789.000;0.128;74.396;0.128
790.000;0.131;74.022;0.131
791.000;0.130;74.168;0.130
792.000;0.128;74.404;0.128
793.000;0.130;74.151;0.130
794.000;0.131;74.009;0.131
795.000;0.129;74.280;0.129
796.000;0.129;74.266;0.129
797.000;0.127;74.563;0.127
798.000;0.128;74.478;0.128
799.000;0.129;74.351;0.129
800.000;0.127;74.683;0.127
801.000;0.128;74.516;0.128
802.000;0.129;74.365;0.129
803.000;0.128;74.406;0.128
804.000;0.128;74.448;0.128
805.000;0.127;74.618;0.127
806.000;0.127;74.618;0.127
807.000;0.128;74.434;0.128
808.000;0.128;74.472;0.128
809.000;0.128;74.393;0.128
810.000;0.128;74.486;0.128
811.000;0.125;74.919;0.125
812.000;0.125;74.996;0.125
813.000;0.125;74.955;0.125
814.000;0.126;74.793;0.126
815.000;0.125;74.996;0.125
816.000;0.125;74.974;0.125
817.000;0.125;75.037;0.125
818.000;0.126;74.763;0.126
819.000;0.124;75.119;0.124
820.000;0.126;74.799;0.126
821.000;0.126;74.818;0.126
822.000;0.125;75.029;0.125
823.000;0.125;74.919;0.125
824.000;0.126;74.862;0.126
825.000;0.125;74.950;0.125
826.000;0.125;75.010;0.125
827.000;0.123;75.400;0.123
828.000;0.124;75.188;0.124
829.000;0.125;75.013;0.125
830.000;0.125;75.065;0.125
831.000;0.122;75.558;0.122
832.000;0.124;75.238;0.124
833.000;0.123;75.312;0.123
834.000;0.122;75.430;0.122
835.000;0.123;75.265;0.123
836.000;0.122;75.504;0.122
837.000;0.122;75.452;0.122
838.000;0.122;75.504;0.122
839.000;0.122;75.556;0.122
840.000;0.120;75.778;0.120
841.000;0.121;75.668;0.121
842.000;0.121;75.728;0.121
843.000;0.120;75.907;0.120
844.000;0.120;75.901;0.120
845.000;0.121;75.729;0.121
846.000;0.121;75.767;0.121
847.000;0.120;75.860;0.120
848.000;0.120;75.814;0.120
849.000;0.119;76.041;0.119
850.000;0.119;76.003;0.119
851.000;0.118;76.140;0.118
852.000;0.119;76.039;0.119
853.000;0.118;76.269;0.118
854.000;0.118;76.159;0.118
855.000;0.117;76.362;0.117
856.000;0.119;76.093;0.119
857.000;0.118;76.140;0.118
858.000;0.118;76.250;0.118
859.000;0.118;76.253;0.118
860.000;0.117;76.420;0.117
861.000;0.118;76.220;0.118
862.000;0.118;76.285;0.118
863.000;0.119;76.075;0.119
864.000;0.118;76.195;0.118
865.000;0.118;76.234;0.118
866.000;0.116;76.477;0.116
867.000;0.115;76.733;0.115
